=====================================================================================
  1进2战法回测 — 完整交易记录
=====================================================================================

==== 回测概况 ====
   回测天数: 60天 | 有效交易日: 57天
   akshare覆盖: 13天 | TDX回退: 44天
   总候选: 277笔 | 有效交易: 254笔 | 高开放弃: 23笔

==== 交易统计 ====
   胜: 88笔 | 负: 131笔 | 超时: 35笔
   胜率: 40.2% | 平均收益: -0.1%
   平均盈利: 7.0% | 平均亏损: -5.0%
   总盈利: 616.5% | 总亏损: 658.7% | 盈亏比: 0.94
   滚动10笔胜率(最近5段): [30.0, 40.0, 50.0, 50.0, 50.0]

==== 按数据源分组 ====
   数据源:akshare: 53笔 胜率45.5% 均收益0.4%
   数据源:tdx: 201笔 胜率38.9% 均收益-0.2%

==== 按评分分组 ====
   评分<60(一般): 53笔 胜率45.5% 均收益0.4%
   评分≥80(优质): 201笔 胜率38.9% 均收益-0.2%

==== 按持仓天数分组 ====
   持仓0天: 116笔 胜率39.8% 均收益-0.2%
   持仓1天: 70笔 胜率41.4% 均收益-0.1%
   持仓2天: 25笔 胜率36.0% 均收益-0.7%
   持仓3天: 43笔 胜率45.5% 均收益0.5%

==== 全部交易记录 (254笔) ====
   入场日          代码       名称       结果         收益%   持仓      入场价      离场价   评分   源
   2026-04-21   000949   000949   [超]   -1.5%   3天     8.00     7.88 100分 tdx
   2026-04-21   600601   600601   [超]   -1.0%   3天    11.64    11.52  95分 tdx
   2026-04-21   600707   600707   [负]   -5.0%   0天     8.68     8.25  95分 tdx
   2026-04-21   603318   603318   [胜]   +6.9%   1天     8.64     9.24  95分 tdx
   2026-04-21   002309   002309   [负]   -5.1%   0天     4.51     4.28  95分 tdx
   2026-04-20   600707   600707   [胜]   +7.0%   1天     8.27     8.85 100分 tdx
   2026-04-20   001330   001330   [胜]   +7.0%   1天     8.37     8.96 100分 tdx
   2026-04-20   002108   002108   [胜]   +7.0%   1天     5.71     6.11 100分 tdx
   2026-04-20   601619   601619   [超]   +1.6%   3天     6.17     6.27  95分 tdx
   2026-04-20   000936   000936   [超]   +2.7%   3天     8.13     8.35  95分 tdx
   2026-04-17   600666   600666   [胜]   +7.0%   1天     6.85     7.33 100分 tdx
   2026-04-17   601778   601778   [负]   -5.0%   1天     7.00     6.65 100分 tdx
   2026-04-17   002263   002263   [负]   -4.9%   0天     5.26     5.00 100分 tdx
   2026-04-17   600507   600507   [超]   +3.8%   3天     6.09     6.32  95分 tdx
   2026-04-16   600488   600488   [负]   -5.0%   0天     6.54     6.21 100分 tdx
   2026-04-16   000788   000788   [负]   -5.1%   1天     6.90     6.55 100分 tdx
   2026-04-16   000919   000919   [负]   -4.9%   1天     8.49     8.07 100分 tdx
   2026-04-16   002033   002033   [胜]   +7.0%   0天     9.93    10.63 100分 tdx
   2026-04-16   002038   002038   [负]   -5.0%   1天     8.20     7.79 100分 tdx
   2026-04-15   600396   600396   [负]   -5.0%   0天     8.13     7.72 100分 tdx
   2026-04-15   601778   601778   [胜]   +7.0%   1天     6.02     6.44 100分 tdx
   2026-04-15   002051   002051   [胜]   +7.0%   3天    11.39    12.19  95分 tdx
   2026-04-15   002328   002328   [胜]   +7.0%   0天    11.90    12.73  95分 tdx
   2026-04-15   600664   600664   [负]   -4.9%   0天     4.28     4.07  90分 tdx
   2026-04-14   600032   600032   [超]   -1.4%   3天     9.89     9.75 100分 tdx
   2026-04-14   600982   600982   [负]   -5.0%   1天     5.99     5.69 100分 tdx
   2026-04-14   002418   002418   [负]   -5.0%   1天     6.21     5.90 100分 tdx
   2026-04-14   002467   002467   [超]   -3.3%   3天     7.89     7.63 100分 tdx
   2026-04-14   002515   002515   [负]   -5.0%   2天     6.17     5.86 100分 tdx
   2026-04-13   600713   600713   [负]   -4.9%   0天     6.29     5.98 100分 tdx
   2026-04-13   002177   002177   [超]   -1.6%   3天     8.00     7.87 100分 tdx
   2026-04-13   002418   002418   [负]   -4.9%   2天     5.89     5.60 100分 tdx
   2026-04-13   000670   000670   [超]   +0.4%   3天     8.09     8.12  95分 tdx
   2026-04-13   600537   600537   [超]   -0.5%   3天     4.18     4.16  90分 tdx
   2026-04-10   000990   000990   [负]   -5.0%   2天    10.98    10.43  95分 tdx
   2026-04-10   002328   002328   [胜]   +7.0%   1天     9.78    10.46  95分 tdx
   2026-04-10   600594   600594   [负]   -4.9%   1天     4.87     4.63  90分 tdx
   2026-04-10   000078   000078   [负]   -5.1%   2天     3.71     3.52  90分 tdx
   2026-04-09   600186   600186   [超]   -3.2%   3天     7.56     7.32 100分 tdx
   2026-04-09   000892   000892   [超]   -0.9%   3天     6.50     6.44 100分 tdx
   2026-04-09   000917   000917   [超]   +2.9%   3天     9.66     9.94 100分 tdx
   2026-04-09   000919   000919   [负]   -5.0%   0天     8.99     8.54 100分 tdx
   2026-04-08   600110   600110   [胜]   +7.0%   2天     9.79    10.48 100分 tdx
   2026-04-08   002092   002092   [超]   +0.7%   3天     6.70     6.75 100分 tdx
   2026-04-08   600063   600063   [超]   +5.2%   3天     6.99     7.35  95分 tdx
   2026-04-08   600195   600195   [负]   -5.0%   2天     8.66     8.23  95分 tdx
   2026-04-07   000950   000950   [负]   -5.0%   0天     7.27     6.91 100分 tdx
   2026-04-07   002678   002678   [负]   -5.0%   2天     5.96     5.66  95分 tdx
   2026-04-07   600056   600056   [负]   -5.0%   1天    11.47    10.90  90分 tdx
   2026-04-07   600488   600488   [胜]   +7.0%   1天     7.30     7.81  85分 tdx
   2026-04-03   000720   000720   [负]   -5.0%   0天     5.62     5.34 100分 tdx
   2026-04-03   002038   002038   [胜]   +7.0%   0天     8.60     9.20 100分 tdx
   2026-04-03   600594   600594   [胜]   +7.1%   0天     4.81     5.15  95分 tdx
   2026-04-03   000788   000788   [负]   -5.0%   1天     7.40     7.03  95分 tdx
   2026-04-03   002051   002051   [负]   -5.0%   0天     9.88     9.39  95分 tdx
   2026-04-02   600666   600666   [负]   -4.9%   1天     6.27     5.96 100分 tdx
   2026-04-02   603912   603912   [负]   -5.0%   1天     9.92     9.42 100分 tdx
   2026-04-02   002408   002408   [负]   -5.1%   0天     6.50     6.17 100分 tdx
   2026-04-02   600643   600643   [超]   +1.5%   3天     5.20     5.28  95分 tdx
   2026-04-02   600724   600724   [负]   -5.0%   1天     6.75     6.41  90分 tdx
   2026-04-01   600528   600528   [负]   -5.0%   0天     9.59     9.11 100分 tdx
   2026-04-01   601908   601908   [负]   -5.0%   0天     5.00     4.75 100分 tdx
   2026-04-01   000720   000720   [负]   -5.1%   0天     5.30     5.03 100分 tdx
   2026-04-01   002218   002218   [负]   -4.9%   0天     6.88     6.54 100分 tdx
   2026-03-31   600219   600219   [负]   -5.0%   0天     6.55     6.22  95分 tdx
   2026-03-31   600996   600996   [负]   -5.0%   2天    10.50     9.97  95分 tdx
   2026-03-31   000753   000753   [胜]   +7.0%   0天     7.14     7.64  95分 tdx
   2026-03-31   002038   002038   [胜]   +7.0%   0天     6.81     7.29  95分 tdx
   2026-03-31   002370   002370   [胜]   +7.0%   0天     7.18     7.68  95分 tdx
   2026-03-30   600110   600110   [胜]   +7.0%   2天     9.01     9.64 100分 tdx
   2026-03-30   600982   600982   [负]   -5.1%   0天     7.10     6.74 100分 tdx
   2026-03-30   600470   600470   [负]   -5.1%   1天     7.50     7.12  95分 tdx
   2026-03-30   600666   600666   [负]   -5.0%   0天     5.80     5.51  95分 tdx
   2026-03-30   000720   000720   [负]   -5.1%   0天     5.50     5.22  95分 tdx
   2026-03-27   600726   600726   [胜]   +7.0%   0天     6.54     7.00 100分 tdx
   2026-03-27   601908   601908   [负]   -5.0%   0天     5.03     4.78 100分 tdx
   2026-03-27   600207   600207   [胜]   +7.0%   2天     6.40     6.85  95分 tdx
   2026-03-27   002109   002109   [负]   -4.9%   2天     4.90     4.66  95分 tdx
   2026-03-26   600726   600726   [负]   -5.0%   0天     6.21     5.90 100分 tdx
   2026-03-26   600780   600780   [胜]   +7.0%   0天     7.67     8.21 100分 tdx
   2026-03-26   600982   600982   [负]   -5.0%   0天     6.61     6.28 100分 tdx
   2026-03-26   601016   601016   [负]   -5.0%   0天     5.40     5.13 100分 tdx
   2026-03-26   000539   000539   [负]   -4.9%   0天     7.68     7.30 100分 tdx
   2026-03-25   600186   600186   [胜]   +7.0%   1天     6.90     7.38 100分 tdx
   2026-03-25   600396   600396   [胜]   +7.0%   1天     8.01     8.57 100分 tdx
   2026-03-25   600744   600744   [负]   -5.0%   1天     8.96     8.51 100分 tdx
