date,sh_close,sh_open,sh_high,sh_low,sh_chg,sh_amount,gz_close,gz_open,gz_high,gz_low,gz_chg,gz_amount,sz_close,sz_open,sz_high,sz_low,sz_chg,sz_amount,hs_close,hs_open,hs_high,hs_low,hs_chg,hs_amount,up_count,down_count,flat_count,limit_up,limit_down,scanned,sh_ma20,sh_ma60,sh_trend,sh_trend_now,sh_beichi
2025-09-26,3828.11,3839.86,3856.61,3828.11,-0.65,927864913920.0,9598.25,9718.43,9759.68,9598.25,-1.65,631861280768.0,13209.0,13394.79,13453.86,13205.63,-1.76,1219024912384.0,4550.05,4576.91,4597.85,4550.05,-0.95,598723919872.0,2613,5938,274,67,40,8932,3837.69,3703.98,上涨,盘整,False
2025-09-29,3862.53,3828.17,3881.0,3809.54,0.9,968212414464.0,9705.46,9609.67,9724.93,9548.69,1.12,580366696448.0,13479.43,13248.2,13531.98,13239.73,2.05,1193253404672.0,4620.05,4555.03,4647.57,4541.43,1.54,693395259392.0,6480,2099,235,89,13,8916,3837.04,3710.47,上涨,上涨,False
2025-09-30,3882.78,3869.7,3887.57,3866.28,0.52,973274939392.0,9776.84,9743.0,9802.71,9741.23,0.74,604668428288.0,13526.51,13504.65,13598.18,13460.32,0.35,1208141086720.0,4640.69,4629.9,4647.5,4616.22,0.45,664624103424.0,5155,3409,258,77,14,8913,3838.27,3716.89,上涨,盘整,False
2025-10-09,3933.97,3898.31,3936.58,3885.74,1.32,1216888700928.0,9860.24,9826.19,9891.13,9791.31,0.85,716828377088.0,13725.56,13598.35,13806.69,13565.29,1.47,1436312928256.0,4709.48,4662.11,4726.34,4651.99,1.48,862208000000.0,5697,2969,160,144,30,9000,3844.29,3724.24,上涨,盘整,False
2025-10-10,3897.03,3915.48,3933.01,3886.31,-0.94,1132127191040.0,9744.3,9821.3,9845.63,9719.49,-1.18,688436215808.0,13355.42,13633.19,13644.51,13304.6,-2.7,1383492747264.0,4616.83,4679.5,4692.59,4600.96,-1.97,792743051264.0,3804,4859,162,67,44,8936,3850.85,3730.7,上涨,盘整,False
2025-10-13,3889.5,3800.11,3895.83,3800.11,-0.19,1085413588992.0,9711.88,9359.38,9728.9,9359.38,-0.33,661577859072.0,13231.47,12837.25,13256.51,12837.25,-0.93,1269338210304.0,4593.98,4490.87,4601.81,4490.87,-0.49,714001612800.0,2573,6105,153,99,9,8939,3854.7,3737.02,上涨,盘整,False
2025-10-14,3865.23,3910.78,3918.44,3851.12,-0.62,1209983827968.0,9529.45,9788.07,9830.9,9494.55,-1.88,716121178112.0,12895.11,13369.56,13405.51,12844.02,-2.54,1366249570304.0,4539.06,4634.05,4641.45,4520.93,-1.2,808959016960.0,2471,6180,186,47,32,8916,3856.62,3742.78,上涨,盘整,False
2025-10-15,3912.21,3867.54,3912.29,3857.67,1.22,961552187392.0,9685.48,9544.42,9686.22,9459.28,1.64,588670631936.0,13118.75,12919.27,13123.28,12817.89,1.73,1111306403840.0,4606.29,4544.24,4608.82,4526.83,1.48,607326371840.0,7226,1419,195,105,9,8954,3861.86,3749.57,盘整,盘整,False
2025-10-16,3916.23,3900.68,3931.05,3899.17,0.1,869264588800.0,9573.22,9663.0,9673.17,9542.42,-1.16,560392896512.0,13086.41,13064.26,13218.17,13033.37,-0.25,1061873254400.0,4618.42,4588.92,4645.1,4586.28,0.26,560567222272.0,2250,6407,179,46,19,8901,3867.07,3756.44,盘整,上涨,False
2025-10-17,3839.76,3912.04,3921.06,3835.36,-1.95,873181609984.0,9287.1,9562.9,9594.5,9279.76,-2.99,559747301376.0,12688.94,13060.24,13091.76,12677.44,-3.04,1064934768640.0,4514.23,4610.7,4618.56,4509.33,-2.26,559085977600.0,838,7935,64,39,51,8927,3865.29,3761.82,盘整,盘整,False
2025-10-20,3863.89,3865.55,3877.72,3850.37,0.63,772503240704.0,9390.44,9391.15,9457.61,9329.74,1.11,490991222784.0,12813.21,12877.7,12948.32,12742.84,0.98,965102010368.0,4538.22,4558.24,4570.44,4520.5,0.53,505798819840.0,6719,1927,197,105,10,8958,3864.95,3767.31,盘整,盘整,False
2025-10-21,3916.33,3870.75,3919.32,3868.15,1.36,837938380800.0,9547.88,9411.71,9550.41,9378.11,1.68,530581520384.0,13077.32,12880.17,13100.08,12848.32,2.06,1035955929088.0,4607.87,4556.12,4615.46,4547.93,1.53,551390281728.0,7735,989,115,102,4,8945,3867.74,3773.26,盘整,盘整,False
2025-10-22,3913.76,3896.07,3918.59,3893.33,-0.07,741524766720.0,9509.84,9503.28,9563.02,9474.2,-0.4,500969996288.0,12996.61,12985.96,13078.64,12932.01,-0.62,926331502592.0,4592.57,4576.03,4603.49,4567.24,-0.33,440935317504.0,3179,5380,280,73,20,8932,3870.34,3778.79,盘整,下跌,False
2025-10-23,3922.41,3904.16,3926.22,3877.53,0.22,718931034112.0,9497.15,9484.64,9508.8,9348.37,-0.13,485656363008.0,13025.45,12959.42,13042.34,12803.86,0.22,924978511872.0,4606.34,4578.7,4611.34,4541.69,0.3,420800200704.0,4994,3609,242,72,22,8939,3872.64,3784.46,盘整,盘整,False
2025-10-24,3950.31,3929.12,3950.31,3928.96,0.71,858491256832.0,9619.71,9535.59,9619.9,9529.94,1.29,573074702336.0,13289.18,13091.34,13289.18,13091.34,2.02,1115717894144.0,4660.68,4622.79,4660.68,4622.79,1.18,551986659328.0,5544,3119,189,98,11,8961,3878.57,3790.2,盘整,盘整,False
2025-10-27,3996.94,3969.22,3999.07,3963.1,1.18,1043404029952.0,9721.09,9692.1,9734.34,9636.56,1.05,661795373056.0,13489.4,13448.92,13510.71,13346.81,1.51,1296727539712.0,4716.02,4699.38,4720.43,4687.69,1.19,672670351360.0,6284,2303,267,91,22,8967,3887.42,3796.92,盘整,盘整,False
2025-10-28,3988.22,3986.89,4010.73,3976.83,-0.22,940760891392.0,9719.02,9684.37,9782.42,9655.95,-0.02,635661189120.0,13430.1,13411.67,13572.9,13375.32,-0.44,1207098802176.0,4691.97,4697.73,4734.32,4679.23,-0.51,571563245568.0,3428,5179,243,78,14,8942,3895.4,3803.43,盘整,盘整,False
2025-10-29,4016.33,3990.27,4016.33,3986.94,0.7,968215691264.0,9807.78,9714.99,9807.78,9688.45,0.91,641376583680.0,13691.38,13484.01,13691.38,13475.65,1.95,1287814381568.0,4747.84,4701.04,4747.84,4697.27,1.19,645898698752.0,5383,3256,211,108,12,8970,3905.12,3810.2,盘整,盘整,False
2025-10-30,3986.9,4007.82,4025.7,3984.83,-0.73,1070058569728.0,9674.74,9786.21,9790.88,9666.1,-1.36,690751471616.0,13532.13,13661.61,13700.25,13509.24,-1.16,1351618265088.0,4709.91,4735.98,4761.83,4706.45,-0.8,719956279296.0,1827,6869,155,65,43,8959,3911.79,3816.39,盘整,盘整,False
2025-10-31,3954.79,3985.06,3986.74,3951.73,-0.81,1031104626688.0,9732.98,9671.29,9799.06,9671.29,0.6,654628749312.0,13378.21,13517.17,13618.15,13378.21,-1.14,1286687817728.0,4640.67,4702.49,4706.14,4640.67,-1.47,680712273920.0,5252,3419,180,91,20,8962,3916.86,3822.75,盘整,盘整,False
2025-11-03,3976.52,3954.08,3977.31,3937.02,0.55,941703692288.0,9791.26,9742.61,9791.34,9644.97,0.6,634434617344.0,13404.06,13364.42,13404.06,13158.31,0.19,1165427081216.0,4653.4,4636.73,4653.4,4595.73,0.27,557602963456.0,5584,3033,228,94,17,8956,3924.28,3829.69,盘整,盘整,False
2025-11-04,3960.19,3973.46,3985.88,3938.52,-0.41,852938391552.0,9662.69,9772.83,9772.83,9598.79,-1.31,579698819072.0,13175.22,13373.55,13399.92,13094.21,-1.71,1062819659776.0,4618.7,4649.35,4665.32,4595.07,-0.75,505177702400.0,2093,6560,195,57,20,8925,3929.16,3835.97,盘整,盘整,False
2025-11-05,3969.25,3922.58,3979.75,3922.58,0.23,827133591552.0,9711.46,9534.47,9742.45,9532.78,0.5,581853511680.0,13223.56,12953.84,13273.24,12953.84,0.37,1045207646208.0,4627.26,4562.11,4642.61,4558.76,0.19,468361150464.0,5493,3061,294,92,3,8943,3933.49,3841.83,盘整,盘整,False
2025-11-06,4007.76,3973.35,4008.8,3973.35,0.97,930275524608.0,9811.51,9730.64,9813.69,9706.12,1.03,614326140928.0,13452.42,13272.47,13468.4,13272.47,1.73,1124972101632.0,4693.4,4642.01,4698.09,4642.01,1.43,553641771008.0,5513,3121,224,87,27,8972,3937.18,3848.06,盘整,上涨,False
2025-11-07,3997.56,3994.32,4012.01,3993.69,-0.25,875486773248.0,9784.06,9770.49,9840.35,9743.02,-0.28,624967221248.0,13404.06,13380.35,13496.7,13322.61,-0.36,1123566485504.0,4678.79,4673.76,4701.37,4666.04,-0.31,507573862400.0,3356,5228,279,72,21,8956,3942.2,3854.03,盘整,盘整,False
2025-11-10,4018.6,4001.79,4018.7,3990.84,0.53,960588677120.0,9827.35,9819.55,9846.93,9761.98,0.44,653348044800.0,13427.61,13453.37,13502.16,13306.66,0.18,1213865394176.0,4695.05,4688.12,4695.18,4654.21,0.35,593977147392.0,5713,2973,179,101,15,8981,3948.66,3860.42,盘整,上涨,False
2025-11-11,4002.76,4023.88,4024.94,3991.52,-0.39,858362150912.0,9821.88,9852.73,9876.28,9805.86,-0.06,640606732288.0,13289.01,13476.25,13493.17,13271.67,-1.03,1135223898112.0,4652.17,4706.34,4707.13,4648.49,-0.91,477629087744.0,3859,4760,247,96,10,8972,3955.54,3866.34,盘整,上涨,False
2025-11-12,4000.14,3996.56,4020.38,3980.68,-0.07,840467218432.0,9751.99,9796.23,9804.4,9664.76,-0.71,608951009280.0,13240.62,13240.7,13312.53,13120.71,-0.36,1104567074816.0,4645.91,4643.56,4669.61,4620.99,-0.13,492308856832.0,2992,5643,234,72,21,8962,3959.93,3871.91,盘整,上涨,False
2025-11-13,4029.5,3996.51,4030.4,3994.77,0.73,876400934912.0,9876.86,9745.86,9892.84,9729.13,1.28,642554462208.0,13476.52,13228.5,13488.63,13222.78,1.78,1165561167872.0,4702.07,4643.79,4703.49,4643.79,1.21,510060691456.0,6908,1756,221,126,10,9021,3965.6,3877.68,上涨,上涨,False
2025-11-14,3990.49,4007.13,4034.08,3990.31,-0.97,837969510400.0,9771.28,9792.25,9881.85,9771.28,-1.07,629866954752.0,13216.03,13323.45,13394.06,13216.03,-1.93,1120109461504.0,4628.14,4663.32,4684.26,4628.02,-1.57,444720447488.0,2516,6162,207,95,32,9012,3973.13,3883.08,上涨,下跌,False
2025-11-17,3972.03,3988.56,3992.4,3958.95,-0.46,805733138432.0,9805.26,9783.79,9826.23,9757.98,0.35,604380004352.0,13202.0,13200.54,13251.78,13137.28,-0.11,1105057939456.0,4598.05,4616.81,4624.9,4580.26,-0.65,438940106752.0,3771,4900,201,120,8,9000,3978.54,3887.67,上涨,盘整,False
2025-11-18,3939.81,3962.44,3966.89,3926.59,-0.81,790948610048.0,9695.4,9779.1,9788.36,9649.56,-1.12,625147117568.0,13080.49,13161.7,13223.12,13022.44,-0.92,1135119171584.0,4568.19,4584.79,4606.62,4552.8,-0.65,420150116352.0,1881,6893,102,58,63,8997,3979.71,3891.2,上涨,盘整,False
2025-11-19,3946.74,3937.92,3960.05,3930.07,0.18,720908779520.0,9593.95,9680.03,9713.64,9546.03,-1.05,562714050560.0,13080.09,13071.94,13164.97,13009.01,-0.0,1004999671808.0,4588.29,4568.04,4607.86,4568.04,0.44,385230471168.0,2556,6174,157,67,26,8980,3981.36,3894.85,上涨,盘整,False
2025-11-20,3931.05,3960.7,3967.97,3927.51,-0.4,711341309952.0,9520.68,9645.51,9660.94,9509.32,-0.76,538701987840.0,12980.82,13215.07,13226.04,12970.56,-0.76,996847452160.0,4564.95,4619.54,4620.65,4560.18,-0.51,415064817664.0,2112,6537,229,51,28,8957,3981.79,3897.6,上涨,盘整,False
2025-11-21,3834.89,3896.66,3912.01,3834.75,-2.45,824931123200.0,9161.5,9388.33,9446.82,9161.44,-3.77,626681839616.0,12538.07,12752.72,12812.38,12538.07,-3.41,1140729577472.0,4453.61,4513.39,4527.04,4453.18,-2.44,481295826944.0,480,8362,39,43,127,9051,3976.02,3898.66,上涨,盘整,False
2025-11-24,3836.77,3848.66,3854.33,3816.58,0.05,715539218432.0,9320.02,9222.88,9361.87,9176.44,1.73,556662194176.0,12585.08,12605.13,12655.29,12448.32,0.37,1012234256384.0,4448.05,4473.16,4478.81,4421.81,-0.12,425807478784.0,6472,2193,221,105,31,9022,3968.02,3898.85,上涨,盘整,False
2025-11-25,3870.02,3850.57,3882.03,3845.14,0.87,722788810752.0,9467.63,9369.08,9546.63,9369.08,1.58,615170506752.0,12777.31,12692.09,12882.81,12684.29,1.53,1089358594048.0,4490.4,4475.84,4510.77,4467.35,0.95,411523809280.0,7284,1392,206,104,10,8996,3962.11,3898.62,上涨,盘整,False
2025-11-26,3864.18,3867.43,3879.92,3861.18,-0.15,701019848704.0,9452.96,9447.75,9536.82,9434.73,-0.15,591168929792.0,12907.83,12769.93,13012.33,12749.02,1.02,1082326581248.0,4517.63,4490.2,4538.14,4485.7,0.61,427361370112.0,3354,5267,268,84,20,8993,3954.5,3898.55,上涨,盘整,False
2025-11-27,3875.26,3867.2,3895.59,3864.13,0.29,698519126016.0,9468.66,9444.74,9557.24,9444.74,0.17,565275262976.0,12875.19,12903.91,13082.77,12863.26,-0.25,1011274481664.0,4515.4,4520.01,4559.22,4509.86,-0.05,417789837312.0,4079,4442,364,70,17,8972,3948.92,3899.8,上涨,上涨,False
2025-11-28,3888.6,3870.94,3888.89,3856.25,0.34,645755830272.0,9573.58,9466.53,9573.58,9441.68,1.11,543606046720.0,12984.08,12869.66,13000.07,12834.08,0.85,940040388608.0,4526.66,4511.5,4531.72,4492.43,0.25,341832302592.0,6881,1782,218,104,11,8996,3945.61,3900.55,上涨,上涨,False
2025-12-01,3914.01,3894.21,3914.46,3890.95,0.65,785658347520.0,9647.57,9594.66,9653.79,9589.15,0.77,600547065856.0,13146.72,13038.16,13149.4,12993.89,1.25,1088279478272.0,4576.49,4539.19,4576.97,4531.29,1.1,463861579776.0,6191,2433,249,79,13,8965,3942.48,3901.48,上涨,上涨,False
2025-12-02,3897.71,3908.46,3908.77,3888.33,-0.42,627440680960.0,9567.47,9619.38,9619.38,9531.13,-0.83,523301879808.0,13056.7,13130.07,13132.81,13011.11,-0.68,965989564416.0,4554.33,4571.91,4575.49,4539.43,-0.48,364366430208.0,2150,6492,234,52,17,8945,3939.36,3901.85,上涨,盘整,False
2025-12-03,3878.0,3894.16,3901.7,3869.95,-0.51,647166558208.0,9474.03,9565.45,9581.69,9440.67,-0.98,542269308928.0,12955.25,13071.16,13126.67,12922.68,-0.78,1022795776000.0,4531.05,4554.59,4569.82,4523.5,-0.51,374486171648.0,2096,6583,197,62,20,8958,3934.79,3902.18,上涨,盘整,False
2025-12-04,3875.79,3879.74,3888.86,3859.05,-0.06,623712600064.0,9439.08,9465.66,9485.81,9369.3,-0.37,494367965184.0,13006.72,12957.8,13042.96,12881.56,0.4,925247275008.0,4546.57,4533.6,4557.42,4514.19,0.34,348767387648.0,3032,5627,220,48,30,8957,3928.2,3903.22,上涨,下跌,False
2025-12-05,3902.81,3873.12,3907.78,3863.31,0.7,716742459392.0,9592.19,9433.2,9592.19,9379.67,1.62,553295544320.0,13147.68,13020.29,13164.48,12938.35,1.08,1009028890624.0,4584.54,4547.91,4593.83,4535.02,0.84,412146794496.0,7378,1335,172,114,3,9002,3923.46,3905.5,上涨,下跌,False
2025-12-08,3924.08,3909.23,3936.31,3904.74,0.54,839439024128.0,9724.13,9616.92,9751.48,9616.92,1.38,657126260736.0,13329.99,13178.96,13389.67,13178.96,1.39,1197207322624.0,4621.75,4593.14,4640.63,4592.74,0.81,496716185600.0,5778,2881,236,104,8,9007,3918.73,3907.36,上涨,盘整,False
2025-12-09,3909.52,3916.51,3923.9,3902.13,-0.37,781160415232.0,9681.76,9698.06,9759.54,9671.19,-0.44,624982884352.0,13277.36,13295.62,13398.25,13227.77,-0.39,1122792898560.0,4598.22,4611.38,4628.7,4584.25,-0.51,452113891328.0,1893,6875,135,62,18,8983,3914.07,3908.74,上涨,上涨,False
2025-12-10,3900.5,3901.13,3906.12,3876.47,-0.23,730359857152.0,9709.59,9661.01,9725.78,9610.92,0.29,577111195648.0,13316.42,13251.27,13344.85,13126.21,0.29,1048145035264.0,4591.83,4586.25,4598.54,4549.08,-0.14,401452793856.0,4443,4109,335,72,7,8966,3909.09,3910.3,上涨,上涨,False
2025-12-11,3873.32,3903.89,3904.96,3862.82,-0.7,764350169088.0,9571.37,9726.51,9730.62,9571.37,-1.42,601537445888.0,13147.39,13333.29,13388.26,13147.39,-1.27,1092762468352.0,4552.18,4597.19,4610.28,4547.14,-0.86,432431104000.0,1431,7356,111,55,30,8983,3901.28,3911.31,上涨,下跌,False
2025-12-12,3889.35,3869.41,3891.81,3850.6,0.41,909950910464.0,9658.32,9566.69,9684.34,9539.65,0.91,650960961536.0,13258.33,13174.45,13284.27,13085.42,0.84,1182255415296.0,4580.95,4558.74,4583.68,4530.78,0.63,523863228416.0,5274,3384,240,118,23,9039,3896.22,3911.55,上涨,下跌,False
2025-12-15,3867.92,3865.4,3896.98,3863.63,-0.55,764604841984.0,9598.55,9604.22,9685.02,9591.37,-0.62,570283393024.0,13112.09,13150.43,13244.03,13111.38,-1.1,1008834641920.0,4552.06,4550.0,4595.05,4548.44,-0.63,424383381504.0,3287,5377,233,74,21,8992,3891.02,3911.5,上涨,下跌,False
2025-12-16,3824.81,3861.51,3862.43,3815.84,-1.11,733294034944.0,9426.65,9586.24,9587.33,9380.25,-1.79,561597317120.0,12914.67,13084.88,13113.99,12851.22,-1.51,990879088640.0,4497.55,4542.42,4553.08,4484.27,-1.2,390500122624.0,1356,7462,84,55,39,8996,3885.27,3910.91,上涨,下跌,False
2025-12-17,3870.28,3822.51,3881.75,3818.0,1.19,766820548608.0,9541.38,9411.57,9554.03,9356.95,1.22,571525300224.0,13224.51,12927.39,13254.81,12927.39,2.4,1044325072896.0,4579.88,4499.77,4594.66,4498.93,1.83,452504748032.0,6595,2079,235,79,28,9016,3881.44,3911.05,上涨,盘整,False
2025-12-18,3876.37,3857.26,3888.29,3856.42,0.16,704895582208.0,9524.48,9481.03,9617.0,9476.7,-0.18,540520873984.0,13053.97,13112.61,13205.22,13053.97,-1.29,950587359232.0,4552.79,4553.98,4571.97,4544.14,-0.59,382102405120.0,4227,4404,272,77,19,8999,3878.71,3911.05,盘整,盘整,False
2025-12-19,3890.45,3878.23,3902.67,3871.78,0.36,738065973248.0,9622.46,9555.79,9651.88,9555.01,1.03,568175755264.0,13140.21,13116.19,13217.44,13070.73,0.66,987848704000.0,4568.18,4561.37,4591.09,4546.85,0.34,371577159680.0,7348,1402,151,108,11,9020,3881.49,3912.03,盘整,上涨,False
2025-12-22,3917.36,3900.54,3920.01,3900.52,0.69,789756379136.0,9723.62,9661.25,9752.4,9660.82,1.05,598080552960.0,13332.73,13225.4,13349.08,13225.4,1.47,1072183312384.0,4611.62,4587.67,4615.87,4587.67,0.95,448240615424.0,5535,3072,295,109,18,9029,3885.52,3913.65,盘整,上涨,False
