trade_id,代码,信号日,买入日,卖出日,is_zt,lu_250d,lu_60d,lu_20d,est_float_cap,price,avg_amount_20d_yi,max_consec_zt,is_250d_high,days_since_last_zt,pre_vol_slope,pre_price_slope,pre_vol_expansion,pre_price_compression,pre_sum_chg,pre_pos_days,pre_close_pos,mkt_7pct_count,mkt_zt_count,mkt_avg_7pct_gain,mkt_hot_sector_count,mkt_sh_above_ma60,sec_zt_count,sec_avg_gain,sec_has_zhongjun,sec_stock_count,sec_is_top1,sec_rank,sec_pos_days_3d,key,评分,信号涨幅%,突破幅度%,量比MAVOL180,持有天数,label_3d_return,label_return_gt_5pct,label_return_gt_0pct,label_is_zt,label_max_return,label_max_drawdown,label_day1_return
550,600722,20260311,20260312,20260316,1,15,2,1,3892.2,14.0,12.1,4,0,0,10.26,4.1,1.7,1.82,26.51,5,0.62,114,77,10.05,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600722_20260311,85,10.0%,6.5,2.7,2,0.2646,1,1,1,0.2839421088904204,0.09510682288077194,0.16747070985527232
551,600769,20260311,20260312,20260317,0,11,6,1,392.1,15.02,1.4,2,0,0,9.35,-0.32,1.79,1.41,3.97,5,0.97,114,77,10.05,0,1,1.0,0.15,0.0,11.0,0.0,4.0,2.0,600769_20260311,90,10.0%,9.9,3.3,3,-0.056799999999999996,0,0,0,-0.005326231691078567,-0.06724367509986683,-0.04926764314247671
552,603757,20260311,20260312,20260317,0,22,6,3,1145.0,47.43,4.2,6,0,0,-9.07,-1.08,0.68,1.3,-2.88,4,0.5,114,77,10.05,0,1,2.0,-0.54,1.0,46.0,0.0,2.0,2.0,603757_20260311,57,10.0%,2.4,1.2,3,-0.0848,0,0,0,0.07676348547717833,-0.0854771784232366,0.017634854771784114
553,600714,20260312,20260313,20260318,0,11,5,0,1668.8,23.79,5.8,2,0,0,10.17,2.49,1.26,0.7,27.97,7,0.58,107,70,10.1,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600714_20260312,90,10.0%,8.9,3.1,3,-0.0636,0,0,0,0.11805841217605928,-0.0662278897573015,0.04072398190045257
554,600408,20260313,20260316,20260318,1,22,1,0,718.0,4.13,2.7,5,0,0,-3.7,-0.79,0.7,0.61,-3.7,5,0.3,86,70,10.19,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600408_20260313,62,10.1%,2.9,1.5,2,0.0304,0,1,1,0.07506053268765145,-0.050847457627118633,0.041162227602905554
555,603538,20260313,20260316,20260319,0,17,7,4,469.7,25.37,1.7,2,0,0,2.65,0.97,1.09,1.45,3.6,5,0.82,86,70,10.19,0,1,1.0,0.66,0.0,32.0,0.0,5.0,1.0,603538_20260313,75,10.0%,7.8,1.2,3,-0.0059,0,0,0,0.060307449743791784,-0.05400078833267643,0.03902246748127704
556,002636,20260316,20260317,20260320,0,24,7,1,3131.0,31.96,10.6,5,1,0,2.28,0.74,1.59,1.73,7.02,4,0.81,119,71,10.87,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002636_20260316,70,10.0%,5.3,1.0,3,-0.051,0,0,0,0.0651247717589775,-0.05051734631771151,0.05903834449178325
557,002990,20260316,20260317,20260320,0,14,8,2,231.0,28.95,0.9,1,0,0,-9.9,0.39,0.7,0.71,-0.69,5,0.42,119,71,10.87,0,1,1.0,1.33,0.0,15.0,0.0,4.0,0.0,002990_20260316,70,10.0%,4.9,1.2,3,0.0017000000000000001,0,1,0,0.0483592400690847,-0.02590673575129534,-0.009671848013816842
558,600152,20260316,20260317,20260320,0,13,5,1,1255.1,10.75,4.3,2,1,0,-3.39,0.48,0.94,0.68,5.57,5,0.73,119,71,10.87,0,1,1.0,1.41,0.0,11.0,0.0,11.0,2.0,600152_20260316,65,10.0%,1.4,1.4,3,-0.15810000000000002,0,0,0,-0.03351955307262564,-0.16108007448789574,-0.06797020484171326
559,605299,20260316,20260317,20260323,1,15,1,0,328.6,13.9,1.2,4,0,0,0.65,0.82,1.3,0.73,4.36,6,0.76,119,71,10.87,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605299_20260316,75,10.0%,9.7,1.2,4,0.0519,1,1,1,0.12167026637868966,-0.04103671706263501,0.012239020878329728
560,002256,20260317,20260318,20260323,1,13,3,0,1055.3,4.27,3.8,4,1,0,9.28,1.1,1.56,0.94,7.94,6,0.64,65,44,10.37,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002256_20260317,80,10.1%,9.4,1.8,3,0.0379,0,1,1,0.10344827586206902,-0.07126436781609187,-0.06206896551724129
561,600370,20260317,20260318,20260323,0,14,1,0,941.7,3.3,3.0,4,1,0,16.77,3.22,3.16,2.53,33.13,5,1.0,65,44,10.37,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600370_20260317,85,10.0%,6.0,3.8,3,-0.2118,0,0,0,0.1488095238095238,-0.20833333333333326,-0.020833333333333287
562,600408,20260317,20260318,20260323,0,22,1,0,877.7,4.3,3.2,5,0,0,2.71,0.18,1.75,0.95,-3.51,5,0.52,65,44,10.37,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600408_20260317,75,10.0%,8.3,1.1,3,-0.0058,0,0,0,0.043478260869565105,-0.0823798627002289,0.018306636155606425
563,603929,20260317,20260318,20260323,0,26,5,2,2097.3,170.4,7.1,3,1,0,3.91,0.89,1.39,1.46,17.03,5,1.0,65,44,10.37,0,0,2.0,2.41,0.0,9.0,0.0,1.0,2.0,603929_20260317,80,10.0%,8.8,1.8,3,-0.0036,0,0,0,0.09136413324894997,-0.008687647431102875,0.009723261032161543
564,600186,20260319,20260320,20260325,1,14,9,1,2539.9,7.11,9.1,1,0,0,-4.3,0.26,0.79,0.53,12.25,6,0.68,57,44,10.71,0,0,1.0,3.32,1.0,2.0,0.0,7.0,3.0,600186_20260319,72,10.1%,2.0,3.6,3,0.015300000000000001,0,1,1,0.049275362318840554,-0.11739130434782616,-0.10869565217391304
565,600996,20260319,20260320,20260325,0,11,3,0,663.2,9.5,2.4,3,0,0,9.66,0.6,2.29,1.46,7.39,6,0.72,57,44,10.71,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600996_20260319,85,9.9%,7.5,2.1,3,0.015700000000000002,0,1,0,0.028753993610223596,-0.05431309904153352,-0.015974440894568728
566,600376,20260323,20260324,20260327,0,26,3,2,1285.8,5.87,4.8,6,0,0,-3.84,-0.29,0.73,0.7,6.77,5,0.49,66,52,13.47,0,0,1.0,-5.32,0.0,14.0,0.0,1.0,0.0,600376_20260323,57,9.9%,2.2,1.3,3,-0.12380000000000001,0,0,0,-0.015254237288135719,-0.15254237288135597,-0.04067796610169495
567,603906,20260324,20260325,20260330,0,9,3,0,867.9,19.9,3.2,2,0,100,6.11,-0.22,1.4,0.99,3.46,6,0.58,367,145,9.17,0,0,0.0,2.74,0.0,11.0,0.0,68.0,1.0,603906_20260324,61,7.2%,3.2,1.6,3,0.1231,1,1,0,0.17487437185929652,0.006532663316583044,0.05125628140703534
568,002082,20260325,20260326,20260330,1,17,0,0,838.9,21.52,2.9,3,1,1,4.57,0.31,1.4,1.04,4.8,4,1.0,188,112,9.69,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002082_20260325,69,8.7%,7.3,1.4,2,0.2511,1,1,1,0.3089579524680074,0.053016453382084106,0.190127970749543
569,002192,20260325,20260326,20260330,1,12,4,1,2479.1,64.46,8.9,2,0,0,7.44,-0.55,1.67,1.48,2.87,5,0.81,188,112,9.69,1,0,1.0,3.82,1.0,4.0,0.0,17.0,1.0,002192_20260325,72,10.0%,7.1,2.0,2,0.21899999999999997,1,1,1,0.25917089173874136,0.08440202803459583,0.16313748881598564
570,600537,20260325,20260326,20260331,0,14,1,0,1605.7,3.93,5.8,2,0,1,0.85,0.37,1.07,0.71,11.14,5,0.71,188,112,9.69,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600537_20260325,74,7.7%,6.7,1.7,3,-0.0599,0,0,0,0.01282051282051289,-0.06410256410256411,-0.0051282051282051325
571,603115,20260326,20260327,20260401,0,25,10,1,1249.8,39.48,4.1,3,1,2,0.68,1.15,1.02,1.88,13.57,5,0.83,71,47,9.68,0,0,0.0,-1.25,1.0,22.0,0.0,32.0,2.0,603115_20260326,79,8.7%,6.2,2.4,3,0.2134,1,1,0,0.2558441558441559,0.07922077922077915,0.1732467532467533
572,603937,20260326,20260327,20260402,1,11,5,0,211.6,14.32,0.8,1,1,0,12.16,-1.05,2.02,1.89,1.34,3,0.71,71,47,9.68,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603937_20260326,67,10.0%,3.1,2.2,4,0.07780000000000001,1,1,1,0.11786237188872617,-0.01098096632503663,0.06734992679355782
573,002263,20260327,20260330,20260401,1,11,3,0,696.7,4.07,2.5,5,0,0,2.51,-0.85,1.04,2.19,2.59,5,0.97,168,104,9.74,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002263_20260327,72,10.0%,7.1,2.0,2,0.0277,0,1,1,0.08153477218225416,-0.03836930455635495,0.08153477218225416
574,002361,20260327,20260330,20260401,1,26,3,1,3674.8,13.64,13.7,8,0,0,-0.09,-1.13,1.1,0.91,-0.98,5,0.61,168,104,9.74,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002361_20260327,77,10.0%,8.7,2.5,2,0.268,1,1,1,0.34629768137621547,0.18399401645474953,0.23410620792819753
575,002428,20260327,20260330,20260402,0,19,8,1,8818.7,51.36,30.8,2,1,0,12.27,1.33,2.24,1.22,9.25,4,0.76,168,104,9.74,2,0,2.0,4.34,1.0,9.0,0.0,5.0,2.0,002428_20260327,65,10.0%,4.3,1.2,3,-0.0787,0,0,0,0.028037383177570048,-0.1022196261682243,-0.04770249221183806
576,002940,20260327,20260330,20260402,1,19,5,2,351.7,31.16,1.4,4,0,100,2.13,-0.79,1.16,2.06,-4.25,3,0.48,168,104,9.74,2,0,5.0,5.83,0.0,32.0,1.0,1.0,2.0,002940_20260327,61,7.0%,5.9,1.2,3,0.1886,1,1,1,0.24142437112054888,0.0127409343351846,0.03593596863770015
577,600488,20260327,20260330,20260408,1,16,8,3,111.2,4.33,0.4,1,0,0,2.21,-1.1,0.91,2.94,-6.37,3,0.45,168,104,9.74,2,0,5.0,5.83,0.0,32.0,1.0,1.0,2.0,600488_20260327,72,9.9%,2.6,3.7,7,0.6962999999999999,1,1,1,0.94919168591224,0.14780600461893756,0.210161662817552
578,600539,20260327,20260330,20260402,0,16,8,2,503.6,14.21,1.7,2,0,0,18.77,0.28,2.93,2.69,8.1,5,0.83,168,104,9.74,2,0,1.0,8.14,0.0,3.0,0.0,17.0,2.0,600539_20260327,75,10.0%,0.2,2.4,3,-0.011899999999999999,0,0,0,0.11189303307529906,-0.02251935256861367,0.03237156931738206
579,000753,20260330,20260331,20260403,0,12,0,0,468.3,7.21,1.8,2,0,0,10.77,-0.54,2.05,1.33,-5.75,2,0.49,137,91,11.12,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000753_20260330,75,10.1%,7.9,1.3,3,-0.0189,0,0,0,0.037815126050420235,-0.019607843137254857,-0.009803921568627368
580,600513,20260330,20260331,20260403,0,15,2,2,1120.7,28.17,3.7,3,0,0,7.1,1.58,1.38,1.57,19.52,6,1.0,137,91,11.12,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600513_20260330,70,10.0%,4.3,1.0,3,0.0016,0,1,0,0.17175018155410327,-0.0014524328249818136,0.10021786492374733
581,603017,20260330,20260331,20260403,0,13,2,0,869.6,15.76,3.0,3,1,0,8.54,0.81,1.78,2.02,7.6,3,0.65,137,91,11.12,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603017_20260330,80,10.0%,6.9,1.9,3,-0.106,0,0,0,0.1080246913580247,-0.10246913580246915,0.08456790123456796
582,603023,20260330,20260331,20260403,0,10,1,0,198.0,5.33,0.7,2,0,42,1.95,-0.5,0.84,1.22,-2.07,4,0.73,137,91,11.12,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603023_20260330,64,7.7%,4.3,1.3,3,-0.1356,0,0,0,0.018867924528301987,-0.13584905660377355,0.011320754716981227
583,603716,20260330,20260331,20260403,0,15,1,1,1094.7,22.75,4.3,4,0,0,-1.58,-1.71,0.88,0.54,-12.32,3,0.25,137,91,11.12,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603716_20260330,57,10.0%,0.7,1.0,3,0.008100000000000001,0,1,0,0.11030042918454937,-0.011587982832618008,0.058369098712446325
584,002995,20260331,20260401,20260409,1,18,5,1,1057.5,24.66,4.1,2,0,0,-9.32,-2.21,0.61,0.68,-13.9,3,0.21,80,68,11.86,0,0,1.0,1.77,0.0,4.0,0.0,9.0,2.0,002995_20260331,57,10.0%,6.1,1.0,6,-0.0178,0,0,1,0.003174603174603248,-0.1333333333333333,-0.07619047619047611
585,605162,20260331,20260401,20260403,1,10,2,0,575.6,11.61,2.1,4,1,0,3.29,1.24,1.03,0.9,10.86,6,0.47,80,68,11.86,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605162_20260331,80,10.1%,5.3,2.4,2,0.08039999999999999,1,1,1,0.3101694915254237,0.07796610169491525,0.1906779661016949
586,002051,20260402,20260403,20260409,1,12,7,1,814.9,9.91,3.0,1,1,0,10.58,0.93,1.77,1.53,7.78,5,0.54,66,42,10.38,1,0,1.0,-0.08,0.0,9.0,0.0,3.0,2.0,002051_20260402,80,10.0%,2.2,3.9,4,0.1605,1,1,1,0.28340080971659903,-0.0010121457489880123,0.06072874493927122
587,601872,20260402,20260403,20260408,0,12,3,1,10331.9,19.47,36.4,2,1,1,-3.99,-0.12,0.79,1.07,2.99,4,0.8,66,42,10.38,1,0,0.0,2.81,1.0,4.0,0.0,24.0,1.0,601872_20260402,79,8.2%,7.5,2.4,3,0.002,0,1,0,0.06084788029925181,-0.04987531172069825,0.010473815461346675
588,002484,20260408,20260409,20260414,0,15,11,2,1806.2,30.97,6.8,2,0,0,-0.03,0.65,0.87,0.47,5.91,6,0.5,785,293,9.26,5,0,4.0,6.86,1.0,22.0,0.0,4.0,1.0,002484_20260408,75,10.0%,7.7,1.0,3,0.0949,1,1,0,0.1092105263157895,-0.04078947368421048,-0.021381578947368376
589,002565,20260408,20260409,20260414,0,19,0,0,8290.9,17.19,31.1,4,0,5,-5.39,-0.15,0.8,0.71,-4.18,4,0.58,785,293,9.26,5,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002565_20260408,69,7.3%,3.5,1.9,3,0.011200000000000002,0,1,0,0.02991202346041044,-0.05571847507331374,-0.022873900293255166
590,002916,20260408,20260409,20260414,0,14,3,1,5730.2,237.51,23.1,1,0,0,3.46,-1.15,1.1,0.73,-8.03,4,0.14,785,293,9.26,5,0,4.0,6.86,1.0,22.0,0.0,4.0,1.0,002916_20260408,57,10.0%,2.8,1.2,3,0.2021,1,1,0,0.23143773202834958,0.033580830239622037,0.10542524468444137
591,600186,20260408,20260409,20260414,0,14,9,1,3670.6,7.63,13.3,1,1,0,-5.74,0.15,0.61,0.56,2.82,4,0.55,785,293,9.26,5,0,1.0,4.74,0.0,2.0,0.0,28.0,1.0,600186_20260408,70,9.9%,6.0,1.2,3,-0.0352,0,0,0,0.05423280423280426,-0.04497354497354496,-0.01719576719576718
592,002213,20260409,20260410,20260415,1,15,1,0,2507.9,32.51,9.1,3,0,0,-4.78,-0.96,0.76,0.99,1.08,7,0.6,95,66,9.93,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002213_20260409,62,10.0%,0.4,1.6,3,0.049699999999999994,0,1,1,0.1508008461770926,-0.011483831973405939,0.04623753399818658
593,002384,20260409,20260410,20260415,0,16,6,2,24569.4,131.9,82.5,2,1,0,-7.29,1.05,0.7,0.95,11.12,4,1.0,95,66,9.93,2,0,1.0,0.52,1.0,22.0,0.0,7.0,2.0,002384_20260409,65,10.0%,0.6,1.1,3,0.09849999999999999,1,1,0,0.14134542705971267,0.084731670445956,0.10982615268329554
594,001309,20260410,20260413,20260416,0,19,4,1,21473.1,447.24,70.2,3,1,0,0.26,0.2,0.96,1.09,7.81,5,0.83,126,81,10.04,1,0,1.0,1.29,1.0,41.0,0.0,14.0,2.0,001309_20260410,70,10.0%,4.2,1.3,3,0.1446,1,1,0,0.1773408863712097,0.06853271131844946,0.11214039764522941
595,600345,20260410,20260413,20260416,0,16,4,0,2325.1,54.36,7.3,2,1,0,4.2,1.8,1.1,1.07,22.67,6,1.0,126,81,10.04,1,0,2.0,-0.23,1.0,21.0,0.0,2.0,3.0,600345_20260410,75,10.0%,8.9,1.4,3,-0.075,0,0,0,-0.007636363636363668,-0.12000000000000002,-0.05
596,600707,20260410,20260413,20260416,0,15,9,3,469.3,7.02,1.7,2,0,0,10.23,0.64,1.93,2.87,12.24,5,1.0,126,81,10.04,1,0,2.0,2.13,0.0,27.0,0.0,3.0,3.0,600707_20260410,70,10.0%,0.7,1.9,3,0.0152,0,1,0,0.07769784172661871,-0.03453237410071945,-0.017266187050359726
597,600749,20260410,20260413,20260417,1,12,1,1,244.5,16.99,0.9,9,0,100,5.39,-0.03,1.39,1.38,0.09,5,0.33,126,81,10.04,1,0,0.0,2.71,0.0,3.0,0.0,32.0,2.0,600749_20260410,69,7.2%,2.3,1.7,4,0.1913,1,1,1,0.20482636845203064,0.04590935844614486,0.07357268981753974
598,605006,20260410,20260413,20260416,0,18,10,0,665.6,10.12,2.4,2,0,0,13.11,0.83,1.56,0.72,7.28,5,0.62,126,81,10.04,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605006_20260410,80,10.0%,6.7,2.1,3,0.0487,0,1,0,0.07021063189568698,-0.008024072216649957,0.05817452357071214
599,002240,20260414,20260415,20260420,0,15,4,1,6331.6,48.48,20.8,1,1,1,-0.85,0.41,1.17,1.1,7.14,4,1.0,150,90,10.08,0,0,0.0,4.22,1.0,4.0,0.0,76.0,3.0,002240_20260414,69,8.1%,6.2,1.3,3,0.0326,0,1,0,0.07296226808421931,-0.017510944340212557,0.038148843026891775
600,603629,20260414,20260415,20260420,1,22,7,0,6348.5,79.95,21.1,2,1,0,5.14,1.93,1.36,1.77,13.53,4,0.66,150,90,10.08,0,0,1.0,1.5,1.0,15.0,0.0,3.0,2.0,603629_20260414,65,10.0%,0.5,1.4,3,0.312,1,1,1,0.34849785407725326,0.07847946045370946,0.17535254445125686
601,001208,20260415,20260416,20260421,0,12,2,2,1185.7,21.4,4.3,4,0,0,-6.96,-0.04,0.62,0.38,0.69,3,0.48,119,81,10.31,0,0,2.0,2.23,1.0,22.0,0.0,4.0,2.0,001208_20260415,75,10.0%,9.4,1.1,3,0.026699999999999998,0,1,0,0.05359596885020622,-0.027485112230874846,0.0004580852038479874
602,603773,20260415,20260416,20260421,1,26,11,0,1663.6,49.52,5.3,2,1,0,19.92,4.04,2.95,5.68,33.38,7,0.93,119,81,10.31,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603773_20260415,70,10.0%,6.0,1.4,3,0.1906,1,1,1,0.28428571428571425,-0.02040816326530612,0.07959183673469385
603,605366,20260415,20260416,20260421,0,14,6,4,1289.9,13.41,4.3,2,1,0,-1.47,1.5,0.87,1.26,12.42,5,0.79,119,81,10.31,0,0,2.0,-0.65,0.0,39.0,0.0,6.0,2.0,605366_20260415,65,10.0%,3.6,1.5,3,0.0125,0,1,0,0.049490538573507985,-0.0720524017467249,-0.02110625909752554
604,605388,20260415,20260416,20260420,1,5,0,0,223.6,7.33,0.8,4,0,0,-5.35,-0.33,0.78,0.8,-1.17,5,0.53,119,81,10.31,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605388_20260415,80,10.1%,5.8,2.2,2,0.13019999999999998,1,1,1,0.21009549795361515,0.08867667121418832,0.21009549795361515
605,002421,20260416,20260417,20260422,0,14,11,0,408.9,2.9,1.5,1,0,0,5.38,0.78,0.81,0.53,1.79,4,0.57,194,117,10.17,3,0,3.0,4.68,1.0,17.0,0.0,2.0,2.0,002421_20260416,80,9.8%,9.0,1.6,3,-0.024399999999999998,0,0,0,0.03832752613240414,-0.031358885017421706,0.010452961672473799
606,600184,20260416,20260417,20260421,1,10,4,2,2401.8,21.87,8.4,1,0,11,-8.26,1.34,0.69,1.6,5.41,5,0.61,194,117,10.17,3,0,0.0,2.86,0.0,3.0,0.0,37.0,2.0,600184_20260416,74,7.8%,6.7,1.9,2,0.077,1,1,1,0.12781609195402305,0.032183908045976976,0.12367816091954029
607,001267,20260417,20260420,20260424,1,22,3,0,6006.7,44.71,22.3,2,0,7,0.03,0.4,1.02,0.74,5.01,4,0.36,179,103,10.27,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001267_20260417,59,7.6%,0.3,1.4,4,0.1307,1,1,1,0.20969560315670793,-0.05952649379932357,0.007440811724915407
608,002281,20260417,20260420,20260423,0,13,6,1,17825.3,116.83,58.8,1,1,0,-1.13,2.71,0.76,0.42,24.81,5,0.7,179,103,10.27,2,0,5.0,2.86,1.0,21.0,1.0,1.0,1.0,002281_20260417,65,10.0%,1.5,1.1,3,0.0758,1,1,0,0.10647540983606565,-0.045983606557377044,-0.0017213114754097848
609,600152,20260417,20260420,20260423,0,13,5,1,3177.9,13.9,9.9,2,1,0,14.33,3.2,2.27,2.42,24.8,6,0.89,179,103,10.27,2,0,2.0,1.56,1.0,11.0,0.0,6.0,2.0,600152_20260417,85,10.0%,7.6,2.4,3,-0.18030000000000002,0,0,0,-0.021663172606568866,-0.1879804332634522,-0.0908455625436758
610,600156,20260417,20260420,20260423,0,16,7,1,305.8,9.26,1.1,2,0,0,9.73,1.47,1.32,1.96,15.75,5,1.0,179,103,10.27,2,0,1.0,2.49,0.0,8.0,0.0,16.0,1.0,600156_20260417,80,10.0%,6.5,2.2,3,0.056799999999999996,1,1,0,0.20797413793103467,-0.008620689655172422,0.054956896551724116
611,603738,20260417,20260420,20260422,1,16,7,1,3693.9,30.17,12.7,2,1,0,-1.35,1.42,0.99,1.16,11.01,5,0.73,179,103,10.27,2,0,2.0,2.27,1.0,22.0,0.0,3.0,2.0,603738_20260417,80,10.0%,5.0,2.4,2,0.14529999999999998,1,1,1,0.17399741267787824,0.0009702457956014742,0.12128072445019404
612,001400,20260420,20260421,20260424,0,22,3,2,1491.8,212.96,4.6,4,0,0,0.9,1.25,1.07,1.63,18.69,6,1.0,171,114,11.12,0,1,2.0,0.94,0.0,33.0,0.0,3.0,2.0,001400_20260420,70,10.0%,5.3,1.1,3,-0.078,0,0,0,0.03246511627906972,-0.10869767441860467,-0.018418604651162827
613,001896,20260420,20260421,20260424,0,21,6,1,8623.3,18.79,28.1,7,1,0,9.98,4.06,1.75,3.81,31.35,7,0.83,171,114,11.12,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001896_20260420,85,10.0%,8.2,2.8,3,-0.1116,0,0,0,-0.017039403620873285,-0.12673056443024508,-0.06815761448349314
614,002149,20260420,20260421,20260424,0,14,2,0,10772.7,60.28,35.6,2,1,0,8.72,2.03,2.0,2.05,16.22,4,0.94,171,114,11.12,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002149_20260420,65,10.0%,0.1,1.3,3,-0.0814,0,0,0,0.0656155438764134,-0.07787864309603441,0.02086319477623818
615,605028,20260420,20260421,20260424,0,14,3,3,208.9,29.85,0.8,4,0,100,-7.17,0.37,0.69,0.45,3.85,6,0.6,171,114,11.12,0,1,0.0,1.09,0.0,13.0,0.0,46.0,1.0,605028_20260420,69,7.2%,4.8,1.2,3,-0.0034999999999999996,0,0,0,0.043581886278515405,-0.03234593122233569,0.00408580183861074
616,002361,20260421,20260422,20260427,0,26,3,1,15254.4,22.69,46.1,8,1,0,6.04,2.86,1.43,1.5,31.78,7,1.0,96,70,10.85,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002361_20260421,80,10.0%,4.1,2.6,3,-0.0391,0,0,0,0.059661620658949234,-0.09216384683882459,0.023597506678539517
617,002952,20260421,20260422,20260427,0,9,1,0,577.5,27.29,2.1,2,0,0,-8.96,-0.54,0.79,1.17,-2.44,3,0.19,96,70,10.85,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002952_20260421,62,10.0%,2.0,1.5,3,0.0429,0,1,0,0.07357738310982244,-0.04313156940920628,-0.03479521565784708
618,600330,20260422,20260423,20260428,0,24,6,1,9119.3,25.87,27.5,2,1,0,1.79,2.75,0.95,1.32,28.99,5,0.8,157,95,10.24,0,1,1.0,1.55,1.0,11.0,0.0,19.0,3.0,600330_20260422,75,10.0%,7.8,1.4,3,-0.024300000000000002,0,0,0,0.05559673832468495,-0.06189770200148264,-0.040400296515937725
619,600815,20260422,20260423,20260428,1,17,4,1,1558.2,4.52,5.6,2,0,0,-0.54,0.94,0.76,0.31,6.86,4,0.73,157,95,10.24,0,1,1.0,1.64,0.0,8.0,0.0,20.0,3.0,600815_20260422,85,10.0%,9.7,2.5,3,-0.051399999999999994,0,0,1,-0.0348583877995643,-0.1938997821350762,-0.15468409586056645
620,600869,20260422,20260423,20260428,0,16,7,0,4611.2,17.18,16.0,3,1,0,-4.62,-0.47,0.81,1.07,-0.85,5,0.69,157,95,10.24,0,1,2.0,1.24,1.0,22.0,0.0,2.0,2.0,600869_20260422,75,10.0%,3.5,2.1,3,0.0111,0,1,0,0.04436660828955059,-0.07530647985989487,-0.05312317571511969
621,002971,20260423,20260424,20260429,0,16,13,2,392.7,33.88,1.4,1,0,0,0.26,-0.01,1.35,1.07,0.77,5,0.64,92,63,10.21,0,1,2.0,-0.54,0.0,39.0,0.0,3.0,3.0,002971_20260423,85,10.0%,10.3,2.5,3,-0.0258,0,0,0,0.05676328502415467,-0.03864734299516901,-0.002113526570048318
622,000546,20260424,20260427,20260430,0,11,1,0,1230.7,7.16,4.6,3,0,0,4.64,0.4,1.21,0.82,4.65,4,0.38,124,79,10.07,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000546_20260424,75,10.0%,0.9,2.9,3,0.10890000000000001,1,1,0,0.1570605187319883,-0.005763688760806921,0.024495677233429384
623,000593,20260424,20260427,20260429,1,22,6,2,1592.8,21.03,5.4,3,1,1,0.19,1.4,0.99,0.85,13.49,5,1.0,124,79,10.07,0,1,1.0,3.51,0.0,5.0,0.0,5.0,3.0,000593_20260424,74,7.1%,5.8,1.6,2,0.2217,1,1,1,0.27889908256880724,0.08256880733944957,0.1669724770642202
624,001234,20260424,20260427,20260430,0,11,3,0,303.7,35.77,1.0,5,0,0,12.05,1.85,1.95,1.83,24.48,5,1.0,124,79,10.07,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001234_20260424,80,10.0%,5.0,2.4,3,-0.1568,0,0,0,-0.0933514246947084,-0.2138398914518318,-0.15685210312075987
625,002378,20260429,20260430,20260507,0,11,2,0,5368.9,32.92,20.7,3,0,0,-3.86,-0.72,0.69,1.25,0.07,5,0.18,218,133,9.96,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002378_20260429,57,10.0%,2.6,1.2,5,0.0495,0,1,0,0.09390243902439041,-0.003353658536585349,0.05518292682926837
626,002842,20260429,20260430,20260507,0,21,8,2,3611.4,34.99,13.6,2,0,0,-5.93,-0.68,0.6,1.47,1.32,4,0.32,218,133,9.96,0,1,2.0,4.96,1.0,9.0,0.0,4.0,1.0,002842_20260429,57,10.0%,1.2,1.3,5,0.0683,1,1,0,0.10106820049301575,0.03396329772665029,0.07833470282114488
